AA1S201N	Bck MTL Sun surv v04	Backup MTL Sun surveillances FDIR	B	0	2	N	N	Y	1	15:11:39	A1-SEQ-201	4	23/07/2009	
AA1S201P	BckMTL STR ORB start v04	Backup MTL STR ORB auto restart enable	B	0	1	N	N	Y	1	15:11:39	A1-SEQ-201	4	23/07/2009	
AA2S200A	AFB Sun Surv FDIR v03	AFB Sun surveillances FDIR setting	B	0	2	N	N	Y	1	06:17:47	A2-SEQ-200	3	26/05/2010	
AA2S200B	Nominal Sun FDIR set v03	Nominal Sun FDIR setting	B	0	4	N	N	Y	1	06:17:48	A2-SEQ-200	3	26/05/2010	
AA2S200C	STRs cmd lost space v03	STRs command to lost in space	B	2	3	N	N	Y	1	06:17:48	A2-SEQ-200	3	26/05/2010	
AA2S200D	Dis STR ORB restart v03	Disable STR ORB auto restart	B	0	1	N	N	Y	1	06:17:50	A2-SEQ-200	3	26/05/2010	
AA2S200E	AOCS TM Mode for AFB v03	AOCS TM Mode for AFB	B	0	2	N	N	Y	1	06:17:50	A2-SEQ-200	3	26/05/2010	
AA2S200F	Set 8 Hz memory cell v03	Set 8 Hz memory cell acquisition for AFM	B	0	6	N	N	Y	1	06:17:51	A2-SEQ-200	3	26/05/2010	
AA2S200H	SR switch to CC27 v03	OSIRIS switch to CC27 packet store	B	0	4	N	N	Y	1	06:17:53	A2-SEQ-200	3	26/05/2010	
AA2S200I	SR switch to CC07 v03	OSIRIS switch to CC07 packet store	B	0	4	N	N	Y	1	06:17:55	A2-SEQ-200	3	26/05/2010	
AA2S200M	SREM breakpoint mgm v03	SREM breakpoint management	B	0	2	N	N	Y	1	06:17:57	A2-SEQ-200	3	26/05/2010	
AA2S200N	Enab Sun surv Recov v03	Sun surveillances FDIR	B	0	2	N	N	Y	1	06:17:57	A2-SEQ-200	3	26/05/2010	
AA2S200P	BckMTL STR ORB start v03	Backup MTL - STR ORB auto restart enable	B	0	1	N	N	Y	1	06:17:57	A2-SEQ-200	3	26/05/2010	
AACC001A	Any Mode to SKM v06		B	0	3	N	N	Y	1	16:15:12	AC-CRP-001	6	03/07/03	
AACC002A	Tight ESM Control v05		B	0	1	N	N	Y	1	15:01:55	AC-CRP-002	5	02/08/2007	
AACC002B	Stop Strobing v05		B	0	1	N	N	Y	1	15:01:56	AC-CRP-002	5	02/08/2007	
AACC002C	Loose EAH Controls v05		B	0	1	N	N	Y	1	15:01:57	AC-CRP-002	5	02/08/2007	
AACC002D	Tight EAH Controls v05		B	0	1	N	N	Y	1	15:01:57	AC-CRP-002	5	02/08/2007	
AACC002E	Loose ESM Control v05		B	0	1	N	N	Y	1	15:01:58	AC-CRP-002	5	02/08/2007	
AACC003A	AIU Nom-to-Nom v17		B	2	9	N	N	Y	1	10:57:27	AC-CRP-003	17	01/07/2015	
AACC003B	AIU Red-to-Nom v17		B	2	8	N	N	Y	1	10:57:31	AC-CRP-003	17	01/07/2015	
AACC003C	AIU config change v17		B	2	1	N	N	Y	1	10:57:33	AC-CRP-003	17	01/07/2015	
AACC003D	AIU Nom-to-Red v17		B	0	7	N	N	Y	1	10:57:34	AC-CRP-003	17	01/07/2015	
AACC004A	SADERed-to-Nom v08		B	8	5	N	N	Y	1	10:47:30	AC-CRP-004	8	29/08/03	
AACC004B	SADE Nom-toNom v08		B	8	4	N	N	Y	1	10:47:35	AC-CRP-004	8	29/08/03	
AACC005A	APME Red-to-Nom v15		B	0	2	N	N	Y	1	07:54:56	AC-CRP-005	15	09/12/04	
AACC005B	APME Nom-to-Nom v15		B	6	12	N	N	Y	1	07:54:58	AC-CRP-005	15	09/12/04	
AACC005C	APME Single Config v15		B	2	4	N	N	Y	1	07:55:01	AC-CRP-005	15	09/12/04	
AACC006A	SAS Red-to-Nom Recnf v08		B	8	2	N	N	Y	1	14:43:14	AC-CRP-006	8	25/11/03	
AACC006B	SAS Nom-to-Nom Recnf v08		B	8	1	N	N	Y	1	14:43:19	AC-CRP-006	8	25/11/03	
AACC007A	Reconf. RWA to nom v10		B	0	1	N	N	Y	1	11:35:37	AC-CRP-007	10	08/09/2015	
AACC007B	Reconf. RWA to red v10		B	0	1	N	N	Y	1	11:35:39	AC-CRP-007	10	08/09/2015	
AACC008A	IMP Return to Nomina v12		B	8	1	N	N	Y	1	17:06:16	AC-CRP-008	12	03/02/2010	
AACC009A	STR Red-to-Nom Recon v10		B	2	2	N	N	Y	1	16:11:32	AC-CRP-009	10	23/02/2016	
AACC009B	STR Nom-to-Nom Recon v10		B	2	1	N	N	Y	1	16:11:36	AC-CRP-009	10	23/02/2016	
AACC009C	STR Red-to-Nom Fast v10		B	2	2	N	N	Y	1	16:11:34	AC-CRP-009	10	23/02/2016	
AACC009D	STR Nom-to-Nom Fast v10		B	2	1	N	N	Y	1	16:11:40	AC-CRP-009	10	23/02/2016	
AACC010A	CAM Red-to-Nom v06		B	2	2	N	N	Y	1	10:35:57	AC-CRP-010	6	18/09/03	
AACC010B	CAM Nom-to-Nom v06		B	2	1	N	N	Y	1	10:35:56	AC-CRP-010	6	18/09/03	
AACC013A	Any Mode to SAM v06		B	0	3	N	N	Y	1	16:17:40	AC-CRP-013	6	03/07/03	
AACC014A	All PL OFF v10		B	0	1	N	N	Y	1	15:26:52	AC-CRP-014	10	19/03/2015	
AACC015A	Change RW A,B Thsd v04		B	0	7	N	N	Y	1	13:44:16	AC-CRP-015	4	02/02/2010	
AACC015B	Change RW C,D Thshd v04		B	0	7	N	N	Y	1	13:44:22	AC-CRP-015	4	02/02/2010	
AACC015C	Default RWA Temp Thr v04		B	0	9	N	N	Y	1	13:44:27	AC-CRP-015	4	02/02/2010	
AACC018A	HGA - NOT Deployed R v03		N	0	1	N	N	Y	1	11:52:57	AC-CRP-018	3	03/04/2013	
AACC018B	HGA - NOT Deployed S v03		N	0	6	N	N	Y	1	11:53:00	AC-CRP-018	3	03/04/2013	
AACC018C	HGA - Deployed Flag v03		N	0	3	N	N	Y	1	11:53:03	AC-CRP-018	3	03/04/2013	
AACC033A	Update STR-A Cksums v02		N	4	2	N	N	Y	1	14:08:59	AC-FCP-033	2	19/01/04	
AACC033B	Update STR-B Cksums v02		N	4	2	N	N	Y	1	14:09:02	AC-FCP-033	2	19/01/04	
AACC050A	Update CAM-A Cksums v02		N	4	2	N	N	Y	1	14:18:38	AC-FCP-050	2	19/01/04	
AACC050B	Update CAM-B Cksums v02		N	4	2	N	N	Y	1	14:18:40	AC-FCP-050	2	19/01/04	
AACC100A	RW A Disabling v04		B	1	9	N	N	Y	1	11:15:12	AC-CRP-100	4	13/08/2009	
AACC100B	RW A heater ON v04		B	0	1	N	N	Y	1	11:15:14	AC-CRP-100	4	13/08/2009	
AACC100C	RW A heater OFF v04		B	1	1	N	N	Y	1	11:15:14	AC-CRP-100	4	13/08/2009	
AACC100D	RW A Enabling v04		B	1	9	N	N	Y	1	11:15:15	AC-CRP-100	4	13/08/2009	
AACC100E	RW B Disabling v04		B	1	9	N	N	Y	1	11:15:16	AC-CRP-100	4	13/08/2009	
AACC100F	RW B heater ON v04		B	0	1	N	N	Y	1	11:15:18	AC-CRP-100	4	13/08/2009	
AACC100G	RW B heater OFF v04		B	1	1	N	N	Y	1	11:15:18	AC-CRP-100	4	13/08/2009	
AACC100H	RW B Enabling v04		B	1	9	N	N	Y	1	11:15:18	AC-CRP-100	4	13/08/2009	
AACC100J	RW C Disabling v04		B	1	9	N	N	Y	1	11:15:21	AC-CRP-100	4	13/08/2009	
AACC100K	RW C heater ON v04		B	0	1	N	N	Y	1	11:15:22	AC-CRP-100	4	13/08/2009	
AACC100L	RW C heater OFF v04		B	0	1	N	N	Y	1	11:15:22	AC-CRP-100	4	13/08/2009	
AACC100M	RW C Enabling v04		B	1	9	N	N	Y	1	11:15:23	AC-CRP-100	4	13/08/2009	
AACC100N	RW D Disabling v04		B	1	9	N	N	Y	1	11:15:24	AC-CRP-100	4	13/08/2009	
AACC100P	RW D heater ON v04		B	0	1	N	N	Y	1	11:15:26	AC-CRP-100	4	13/08/2009	
AACC100Q	RW D heater OFF v04		B	0	1	N	N	Y	1	11:15:26	AC-CRP-100	4	13/08/2009	
AACC100R	RW D Enabling v04		B	1	9	N	N	Y	1	11:15:27	AC-CRP-100	4	13/08/2009	
AACC100S	AOCS Strt part 1 v04		B	0	1	N	N	Y	1	11:15:28	AC-CRP-100	4	13/08/2009	
AACC100T	AOCS Strt part 2 v04		B	0	1	N	N	Y	1	11:15:28	AC-CRP-100	4	13/08/2009	
AACC100U	AOCS End part 1 v04		B	0	1	N	N	Y	1	11:15:28	AC-CRP-100	4	13/08/2009	
AACC100V	AOCS End part 2 v04		B	1	1	N	N	Y	1	11:15:29	AC-CRP-100	4	13/08/2009	
AACC101A	RW A heater ON v03		B	1	1	N	N	Y	1	06:47:25	AC-CRP-101	3	15/07/2009	
AACC101B	RW A heater OFF v03		B	1	1	N	N	Y	1	06:47:26	AC-CRP-101	3	15/07/2009	
AACC101C	RW B heater ON v03		B	0	1	N	N	Y	1	06:47:26	AC-CRP-101	3	15/07/2009	
AACC101D	RW B heater OFF v03		B	1	1	N	N	Y	1	06:47:26	AC-CRP-101	3	15/07/2009	
AACC101E	RW C heater ON v03		B	0	1	N	N	Y	1	06:47:27	AC-CRP-101	3	15/07/2009	
AACC101F	RW C heater OFF v03		B	0	1	N	N	Y	1	06:47:27	AC-CRP-101	3	15/07/2009	
AACC101G	RW D heater ON v03		B	0	1	N	N	Y	1	06:47:27	AC-CRP-101	3	15/07/2009	
AACC101H	RW D heater OFF v03		B	0	1	N	N	Y	1	06:47:28	AC-CRP-101	3	15/07/2009	
AACC101J	AOCS Strt v03		B	1	26	N	N	Y	1	06:47:29	AC-CRP-101	3	15/07/2009	
AACC101K	AOCS End v03		B	4	26	N	N	Y	1	06:47:34	AC-CRP-101	3	15/07/2009	
AACC200A	Dis full wheel usage v02		B	0	67	N	N	Y	1	08:24:45	AC-CRP-200	2	21/12/2010	
AACC200B	Ena full wheel usage v02		B	0	64	N	N	Y	1	08:24:55	AC-CRP-200	2	21/12/2010	
AACC201A	SHM Hold to TTM cont v03		B	0	10	N	N	Y	1	07:58:54	AC-CRP-201	3	29/04/2015	
AACC202A	SHM Hold - NSHM cont v02		B	0	14	N	N	Y	1	08:21:53	AC-CRP-202	2	21/12/2010	
AACC203A	NSHM - TTM contingen v02		B	0	5	N	N	Y	1	08:20:30	AC-CRP-203	2	21/12/2010	
AACC204A	TTM - NSHM contingen v02		B	0	9	N	N	Y	1	08:18:57	AC-CRP-204	2	21/12/2010	
AACF001A	SWITCH ON RWA ORB v09		B	0	1	N	N	Y	1	08:41:45	AC-FCP-001	9	09/09/2009	
AACF001B	SWITCH OFF RWA ORB v09		B	0	1	N	N	Y	1	08:41:46	AC-FCP-001	9	09/09/2009	
AACF002A	RWA Isolated Wheel O v12		B	0	1	N	N	Y	1	10:24:09	AC-FCP-002	12	09/11/2009	
AACF002B	RWA 3 TO 4 v12		B	0	1	N	N	Y	1	10:24:11	AC-FCP-002	12	09/11/2009	
AACF002C	RWA 4 TO 3 v12		B	1	2	N	N	Y	1	10:24:12	AC-FCP-002	12	09/11/2009	
AACF002D	RWA Isolated Wheel O v12		B	0	1	N	N	Y	1	10:24:14	AC-FCP-002	12	09/11/2009	
AACF003A	RWA Speed Immediate v10		B	4	5	N	N	Y	1	20:59:28	AC-FCP-003	10	11/12/03	
AACF003B	RWA Speed Delayed v10		B	4	4	N	N	Y	1	20:59:31	AC-FCP-003	10	11/12/03	
AACF005A	RWA Off-loading v15		B	1	3	N	N	Y	1	11:31:01	AC-FCP-005	15	03/04/2013	
AACF005B	AutoWOL OBCP v15		B	17	1	N	N	Y	1	11:31:04	AC-FCP-005	15	03/04/2013	
AACF006A	RWA De-hibernation v12		B	0	23	N	N	Y	1	11:43:25	AC-FCP-006	12	25/11/2013	
AACF006B	Wheels ON v12		B	0	10	N	N	Y	1	11:43:37	AC-FCP-006	12	25/11/2013	
AACF006C	Increase RWA Speed v12		B	0	19	N	N	Y	1	11:43:42	AC-FCP-006	12	25/11/2013	
AACF006D	End of running time v12		B	0	4	N	N	Y	1	11:43:51	AC-FCP-006	12	25/11/2013	
AACF007B	RWA Prepare Maint v13		B	0	12	N	N	Y	1	14:28:10	AC-FCP-007	13	27/02/2009	
AACF007C	RW Spin Down v13		B	0	2	N	N	Y	1	14:28:13	AC-FCP-007	13	27/02/2009	
AACF007D	RWA Finish Maint v13		B	1	15	N	N	Y	1	14:28:15	AC-FCP-007	13	27/02/2009	
AACF008B	RWA Prepare Maint v07		B	0	12	N	N	Y	1	01:15:45	AC-FCP-008	7	19/12/2007	
AACF008C	RW Spin Down v07		B	0	2	N	N	Y	1	01:15:49	AC-FCP-008	7	19/12/2007	
AACF008D	RW Stiction Test v07		B	0	2	N	N	Y	1	01:15:51	AC-FCP-008	7	19/12/2007	
AACF008E	RWA Finish Maint v07		B	1	15	N	N	Y	1	01:15:53	AC-FCP-008	7	19/12/2007	
AACF009A	Switch RW A ON v04		B	0	1	N	N	Y	1	10:34:50	AC-FCP-009	4	16/02/05	
AACF009B	Switch RW B ON v04		B	0	1	N	N	Y	1	10:34:52	AC-FCP-009	4	16/02/05	
AACF009C	Switch RW C ON v04		B	0	1	N	N	Y	1	10:34:52	AC-FCP-009	4	16/02/05	
AACF009D	Switch RW D ON v04		B	0	1	N	N	Y	1	10:34:51	AC-FCP-009	4	16/02/05	
AACF009E	Switch RW A OFF v04		B	0	1	N	N	Y	1	10:34:53	AC-FCP-009	4	16/02/05	
AACF009F	Switch RW B OFF v04		B	0	1	N	N	Y	1	10:34:54	AC-FCP-009	4	16/02/05	
AACF009G	Switch RW C OFF v04		B	0	1	N	N	Y	1	10:34:55	AC-FCP-009	4	16/02/05	
AACF009H	Switch RW D OFF v04		B	0	1	N	N	Y	1	10:34:54	AC-FCP-009	4	16/02/05	
AACF010A	IMP ORB Switch ON v09		B	0	1	N	N	Y	1	12:53:47	AC-FCP-010	9	10/10/03	
AACF010B	IMP ORB Switch OFF v09		B	0	1	N	N	Y	1	12:53:47	AC-FCP-010	9	10/10/03	
AACF012A	IMP Gyro Selection v11		B	8	1	N	N	Y	1	17:12:22	AC-FCP-012	11	03/02/2010	
AACF014A	IMP Accel Bias Calib v10		B	36	4	N	N	Y	1	09:08:31	AC-FCP-014	10	13/07/04	
AACF015A	IMP Gyro Drift Updat v09		B	9	2	N	N	Y	1	09:11:17	AC-FCP-015	9	13/07/04	
AACF015B	IMP Force Drift Estm v09		B	0	1	N	N	Y	1	09:11:18	AC-FCP-015	9	13/07/04	
AACF017A	Switch ON IMP A v01		B	0	1	N	N	Y	1	16:03:00	AC-FCP-017	1	09/10/03	
AACF017B	Switch ON IMP B v01		B	0	1	N	N	Y	1	16:03:01	AC-FCP-017	1	09/10/03	
AACF017C	Switch ON IMP C v01		B	0	1	N	N	Y	1	16:03:02	AC-FCP-017	1	09/10/03	
AACF017D	Switch OFF IMP A v01		B	0	1	N	N	Y	1	16:03:03	AC-FCP-017	1	09/10/03	
AACF017E	Switch OFF IMP B v01		B	0	1	N	N	Y	1	16:03:04	AC-FCP-017	1	09/10/03	
AACF017F	Switch OFF IMP C v01		B	0	1	N	N	Y	1	16:03:05	AC-FCP-017	1	09/10/03	
AACF020A	Unused STR A ON v13		B	0	1	N	N	Y	1	10:08:11	AC-FCP-020	13	10/04/2008	
AACF020B	Unused STR B ON v13		B	0	1	N	N	Y	1	10:08:11	AC-FCP-020	13	10/04/2008	
AACF020C	Unused STR A to STBY v13		B	0	1	N	N	Y	1	10:08:12	AC-FCP-020	13	10/04/2008	
AACF020D	Unused STR B to STBY v13		B	0	1	N	N	Y	1	10:08:12	AC-FCP-020	13	10/04/2008	
AACF021A	STR ORB Switch OFF v09		B	0	1	N	N	Y	1	16:35:54	AC-FCP-021	9	24/03/03	
AACF021B	STR A Switch OFF v09		B	0	1	N	N	Y	1	16:35:55	AC-FCP-021	9	24/03/03	
AACF021C	STR B Switch OFF v09		B	0	1	N	N	Y	1	16:35:56	AC-FCP-021	9	24/03/03	
AACF022A	STR A to Tracking v12		B	13	1	N	N	Y	1	22:14:08	AC-FCP-022	12	13/02/2008	
AACF022B	STR B to Tracking v12		B	13	1	N	N	Y	1	22:14:09	AC-FCP-022	12	13/02/2008	
AACF023A	STR A to Cartography v10		B	2	1	N	N	Y	1	13:29:07	AC-FCP-023	10	13/06/05	
AACF023B	STR B to Cartography v10		B	2	1	N	N	Y	1	13:29:09	AC-FCP-023	10	13/06/05	
AACF024A	STR A to Cmd Star Tr v10		B	30	1	N	N	Y	1	22:17:37	AC-FCP-024	10	13/02/2008	
AACF024B	STR B to Cmd Star Tr v10		B	30	1	N	N	Y	1	22:17:39	AC-FCP-024	10	13/02/2008	
AACF025A	STR A to CCD Health  v09		B	6	1	N	N	Y	1	08:07:31	AC-FCP-025	9	09/12/04	
AACF025B	STR B to CCD Health  v09		B	6	1	N	N	Y	1	08:07:32	AC-FCP-025	9	09/12/04	
AACF026A	STR A to Self Test v08		B	0	1	N	N	Y	1	10:02:03	AC-FCP-026	8	28/03/03	
AACF026B	STR B to Self Test v08		B	0	1	N	N	Y	1	10:02:04	AC-FCP-026	8	28/03/03	
AACF027A	STR A Upload Hot Pxl v08		B	5	1	N	N	Y	1	11:26:02	AC-FCP-027	8	14/10/03	
AACF027B	STR B Upload Hot Pxl v08		B	5	1	N	N	Y	1	11:26:13	AC-FCP-027	8	14/10/03	
AACF027C	STR A Dump & Store H v08		B	0	2	N	N	Y	1	11:26:05	AC-FCP-027	8	14/10/03	
AACF027D	STR B Dump & Store   v08		B	0	2	N	N	Y	1	11:26:16	AC-FCP-027	8	14/10/03	
AACF027E	STR A Patch EEPROM C v08		B	0	5	N	N	Y	1	11:26:07	AC-FCP-027	8	14/10/03	
AACF027F	STR B Patch EEPROM C v08		B	0	5	N	N	Y	1	11:26:18	AC-FCP-027	8	14/10/03	
AACF028A	Manage STR A HPM v06		B	0	1	N	N	Y	1	12:18:12	AC-FCP-028	6	06/10/2009	
AACF028B	Manage STR B HPM v06		B	0	1	N	N	Y	1	12:18:13	AC-FCP-028	6	06/10/2009	
AACF028C	Dump STR A HPM v06		B	0	1	N	N	Y	1	12:18:12	AC-FCP-028	6	06/10/2009	
AACF028D	Dump STR B HPM v06		B	0	1	N	N	Y	1	12:18:13	AC-FCP-028	6	06/10/2009	
AACF029A	STR Rotation Quatern v11		B	8	2	N	N	Y	1	08:40:11	AC-FCP-029	11	14/11/05	
AACF029B	CAM Rotation Quatern v11		B	8	2	N	N	Y	1	08:40:14	AC-FCP-029	11	14/11/05	
AACF030A	STR A to INIT v04		B	0	1	N	N	Y	1	11:25:00	AC-FCP-030	4	17/09/03	
AACF030B	STR A to SBY from IN v04		B	0	2	N	N	Y	1	11:25:01	AC-FCP-030	4	17/09/03	
AACF030C	STR B to INIT v04		B	0	1	N	N	Y	1	11:25:03	AC-FCP-030	4	17/09/03	
AACF030D	STR B to SBY from IN v04		B	0	2	N	N	Y	1	11:25:04	AC-FCP-030	4	17/09/03	
AACF031A	STR A Patch Dust Env v05		B	0	3	N	N	Y	1	08:23:07	AC-FCP-031	5	28/10/2009	
AACF031B	STR B Patch Dust Env v05		B	0	3	N	N	Y	1	08:23:09	AC-FCP-031	5	28/10/2009	
AACF031C	Update Max Stap Dur v04		B	0	1	N	N	Y	1	15:07:47	AC-FCP-031	4	28/05/04	
AACF032A	STR A Change TM Rout v03		B	1	1	N	N	Y	1	22:18:39	AC-FCP-032	3	13/02/2008	
AACF032B	STR B Change TM Rout v03		B	1	1	N	N	Y	1	22:18:39	AC-FCP-032	3	13/02/2008	
AACF034A	STR B Lost in Space v02		B	1	2	N	N	Y	1	08:24:20	AC-FCP-034	2	28/10/2009	
AACF034B	STR B All Cycles v02		B	5	9	N	N	Y	1	08:24:23	AC-FCP-034	2	28/10/2009	
AACF034C	STR A Lost in Space v02		B	1	2	N	N	Y	1	08:24:25	AC-FCP-034	2	28/10/2009	
AACF034D	STR A All Cycles v02		B	5	9	N	N	Y	1	08:24:28	AC-FCP-034	2	28/10/2009	
AACF034E	STR A Off Line v02		B	0	2	N	N	Y	1	08:24:25	AC-FCP-034	2	28/10/2009	
AACF034F	STR A On Line v02		B	0	2	N	N	Y	1	08:24:30	AC-FCP-034	2	28/10/2009	
AACF036A	STR-A to Init w/o AS v02		B	0	2	N	N	Y	1	10:06:30	AC-FCP-036	2	10/04/2008	
AACF036B	STR-B to Init w/o AS v02		B	0	2	N	N	Y	1	10:06:31	AC-FCP-036	2	10/04/2008	
AACF038A	STR A Set CCD temp v02		B	1	1	N	N	Y	1	08:22:23	AC-FCP-038	2	06/02/2009	
AACF038B	STR B Set CCD temp v02		B	1	1	N	N	Y	1	08:22:23	AC-FCP-038	2	06/02/2009	
AACF040A	CAM Switch ON (Nom.) v13		B	0	1	N	N	Y	1	13:30:13	AC-FCP-040	13	22/01/2008	
AACF040B	CAM A to SBY v13		B	0	1	N	N	Y	1	13:30:14	AC-FCP-040	13	22/01/2008	
AACF040C	CAM B to SBY v13		B	0	1	N	N	Y	1	13:30:14	AC-FCP-040	13	22/01/2008	
AACF040D	CAM A SWR Switch ON v13		B	0	1	N	N	Y	1	13:30:15	AC-FCP-040	13	22/01/2008	
AACF040E	CAM B SWR Switch ON v13		B	0	1	N	N	Y	1	13:30:15	AC-FCP-040	13	22/01/2008	
AACF041A	CAM ORB Switch OFF. v12		B	0	1	N	N	Y	1	11:06:12	AC-FCP-041	12	22/01/2008	
AACF041B	CAM A Switch OFF. v12		B	0	1	N	N	Y	1	11:06:12	AC-FCP-041	12	22/01/2008	
AACF041C	CAM B Switch OFF. v12		B	0	1	N	N	Y	1	11:06:13	AC-FCP-041	12	22/01/2008	
AACF042A	CAM A to Point Trk v07		B	32	1	N	N	Y	1	13:33:08	AC-FCP-042	7	22/01/2008	
AACF042B	CAM B to Point Trk v07		B	32	1	N	N	Y	1	13:33:10	AC-FCP-042	7	22/01/2008	
AACF043A	CAM A to ATM v11		B	12	1	N	N	Y	1	17:09:35	AC-FCP-043	11	09/03/2010	
AACF043B	CAM B to ATM. v11		B	12	1	N	N	Y	1	17:09:36	AC-FCP-043	11	09/03/2010	
AACF044A	CAM A Link Active v18		B	2	1	N	N	Y	1	14:23:47	AC-FCP-044	18	01/03/06	
AACF044B	CAM A Enter IMG v18		B	0	1	N	N	Y	1	14:23:49	AC-FCP-044	18	01/03/06	
AACF044C	CAM A Image v18		B	6	2	N	N	Y	1	14:23:50	AC-FCP-044	18	01/03/06	
AACF044D	CAM A Deactivate Lin v18		B	0	2	N	N	Y	1	14:23:52	AC-FCP-044	18	01/03/06	
AACF044E	CAM B Link Active v18		B	2	1	N	N	Y	1	14:23:53	AC-FCP-044	18	01/03/06	
AACF044F	CAM B Enter IMG v18		B	0	1	N	N	Y	1	14:23:54	AC-FCP-044	18	01/03/06	
AACF044G	CAM B Image v18		B	6	2	N	N	Y	1	14:23:55	AC-FCP-044	18	01/03/06	
AACF044H	CAM B Deactivate Lin v18		B	0	2	N	N	Y	1	14:23:57	AC-FCP-044	18	01/03/06	
AACF045A	CAM A to Self Test v07		B	0	1	N	N	Y	1	10:28:20	AC-FCP-045	7	08/04/03	
AACF045B	CAM B to Self Test v07		B	0	1	N	N	Y	1	10:28:21	AC-FCP-045	7	08/04/03	
AACF046A	CAM A Load Hot Pxl v07		B	5	1	N	N	Y	1	10:35:32	AC-FCP-046	7	08/04/03	
AACF046B	CAM B Load Hot Pxl v07		B	5	1	N	N	Y	1	10:35:42	AC-FCP-046	7	08/04/03	
AACF046C	CAM A Dump and Store v07		B	0	2	N	N	Y	1	10:35:34	AC-FCP-046	7	08/04/03	
AACF046D	CAM B Dump & Store H v07		B	0	2	N	N	Y	1	10:35:44	AC-FCP-046	7	08/04/03	
AACF046E	CAM A Patch EEPROM C v07		B	0	5	N	N	Y	1	10:35:36	AC-FCP-046	7	08/04/03	
AACF046F	CAM B Patch EEPROM C v07		B	0	5	N	N	Y	1	10:35:47	AC-FCP-046	7	08/04/03	
AACF047A	CAM A HPM Manage v05		B	0	1	N	N	Y	1	12:02:53	AC-FCP-047	5	06/10/2009	
AACF047B	CAM B HPM Manage v05		B	0	1	N	N	Y	1	12:02:54	AC-FCP-047	5	06/10/2009	
AACF047C	CAM A Dump HPM v05		B	0	1	N	N	Y	1	12:02:52	AC-FCP-047	5	06/10/2009	
AACF047D	CAM B Dump HPM v05		B	0	1	N	N	Y	1	12:02:54	AC-FCP-047	5	06/10/2009	
AACF048A	CAM A to INIT Mode v03		B	0	1	N	N	Y	1	11:31:12	AC-FCP-048	3	17/09/03	
AACF048B	Return CAM A to SBY v03		B	0	2	N	N	Y	1	11:31:13	AC-FCP-048	3	17/09/03	
AACF048C	CAM B to INIT Mode v03		B	0	1	N	N	Y	1	11:31:14	AC-FCP-048	3	17/09/03	
AACF048D	Return CAM B to SBY v03		B	0	2	N	N	Y	1	11:31:15	AC-FCP-048	3	17/09/03	
AACF049A	CAM A Change Routing v02		B	1	1	N	N	Y	1	13:07:30	AC-FCP-049	2	22/01/2008	
AACF049B	CAM B Change Routing v02		B	1	1	N	N	Y	1	13:07:30	AC-FCP-049	2	22/01/2008	
AACF051A	CAM A Cover Pstn v03		B	4	1	N	N	Y	1	11:03:29	AC-FCP-051	3	22/01/2008	
AACF051B	CAM B Cover Pstn v03		B	4	1	N	N	Y	1	11:03:29	AC-FCP-051	3	22/01/2008	
